YPMUO9D N B-NP I-NP
E , O O
QT01N4G5ESC N B-NP B-NP
U , O O
RHE67 N B-NP B-NP
BW5XB1 N I-NP I-NP
2I2AB246 N B-NP I-NP
7 & O O
5M16J5VU N B-NP B-NP
J0ZMU V B-MV B-MV
YG9O R B-AP B-AP
T2YCN A I-AP I-AP
6 , O O
CTT V B-MV B-MV
4 D O B-NP
I D B-NP I-NP
WSUE N I-NP I-NP
JE , O O
O65W25OSDAO N B-NP B-NP
J5S $ B-NP B-NP
0W6MM N I-NP I-NP
7NH R O O
F7NJ95 V B-MV B-MV
S4 P O O
F5I V B-MV B-MV
UP ^ B-NP B-NP
8U0VL9 ^ B-NP I-NP
FQW ^ O O
KQ6 ^ B-NP B-NP
0L1P G O I-NP
2M G B-NP O
8OD G O O
02 ^ B-NP B-NP
8 & O O
1IMOCV1L3 N B-NP B-NP
W , O O
ZC0C4P6XD N B-NP B-NP
T , O O
2SA N B-NP B-NP
Q O O B-NP
N O O O

ZZ6NY0 N B-NP B-NP
B2R2HF6O V I-NP I-NP
W4 G O O
QS10QKAH4 N B-NP B-NP
D , O O
NC4XJJMII7EN N B-NP B-NP
OBTWIQN5H V B-MV B-MV
1J P O O
TEYSBVD V B-MV B-MV
3S P O O
6YX5 V B-MV B-MV
PAN N B-NP B-NP
AYQ0IM N B-MV I-NP

PHL99 N B-NP B-NP
IO6JSAQ42 N I-NP I-NP
JPU N O O
37 G O O
PGJU A B-NP B-NP
502 N I-NP I-NP
VN294 N I-NP I-NP
6J1GK A B-NP B-NP
NQ9X N I-NP I-NP
V , O O
V , O O
M9U63B63X N B-NP B-NP
0 , O O
U $ O O
ME P O O
R9EX7TVI N B-NP B-NP
XX ^ I-NP I-NP
K , O O
825RZ V B-MV B-MV
1YGKN502A ^ B-NP B-NP
8XN & O O
0ZID ^ B-MV B-NP
FQBXS N B-NP I-NP
K , O O

U4L2ORIVW N B-NP B-NP
759Z7 V B-MV B-MV
4L ~ O O
FE ^ B-NP B-NP
PNFED6B ^ I-NP B-NP
D5M $ O O
B91 G O O
YB V B-NP B-NP
ET6O N I-NP I-NP
HVISEG2 N B-NP I-NP
J , O O
NZ V O B-NP
ZVWXC ^ O I-NP
FLDZ R B-NP O
6HV A B-AP O
X6PPX1L $ O O
8YI & O O
GV1 V O O
UVV0 V O B-MV
HV P O O
OY16 V B-MV B-MV
1SO R B-NP B-NP
ZGAURVA R O O
YV P O O
GIWRX V B-MV B-MV
MTV7 R I-MV B-AP
9Y8 P O O
0 $ O B-NP
M7U9FM N O I-NP
0MKSXWVVE V B-MV B-MV
FHGN P O O
H9 ^ B-NP B-NP
4PGHYB G I-NP I-NP
P , O O
7Z D B-NP B-NP
ISC4CF N I-NP I-NP
5W7EDE1S4B9 N I-NP I-NP
3W P O O
DYMDOX V B-MV B-MV
CYNHXVJA8 N B-NP B-NP
F5I R B-NP B-AP
67FMN A B-AP I-AP

WCJ2AU A B-NP B-NP
U26WD N I-NP I-NP
XMVEG N I-NP I-NP
ZI , O O
ZA50O4 A B-NP B-NP
5VGZ8 N I-NP I-NP
DX P O O
ADI D B-NP B-NP
ZI ^ I-NP I-NP
RPAL N I-NP I-NP
S8 P O O
CB ^ O B-NP
E , O O
RRH D B-NP B-NP
RCV2M40X N I-NP I-NP
0EWHEH V B-MV B-MV
7MHPH0ALH A B-AP B-AP
K4L & O O
W2Y5 A B-AP B-AP
R69T R I-AP I-AP
OCX0UEW V I-AP B-MV
GH4B P O O
O0 P O O
5Q5 D B-NP B-NP
1W077 A I-NP I-NP
87I0GAJME A I-NP I-NP
18DPTX N I-NP I-NP
S , O O
E731U X B-NP B-NP
PZ V B-MV B-MV
GKDM R O O
J D B-NP B-NP
5IPBG4L941QBL N I-NP I-NP
87 P O O
WFT D B-NP B-NP
SEN8 A I-NP I-NP
9JR3 N I-NP I-NP
67KW0XZP0DE5WC66 N I-NP I-NP
T , O O
LJXFQV N B-NP B-NP
O , O O
TGN7C940UTB ^ B-NP B-NP
9Y ^ O I-NP
G , O O
XX ! B-NP B-NP
WDUMPGNS7V9TQ3XYW N I-NP I-NP
S , O O
ZM , O O
NTC6FSFBO N B-NP B-NP
9BWGD9J043 N I-NP I-NP
2 , O O
CRWSPV1O E B-NP B-NP
MLJ1RZ E I-NP I-NP
E , O I-NP
5B96 N O I-NP
PX7 , O O
8F ^ O B-NP
E3 $ O O

K6446UL A B-NP B-NP
S7MBFQCN V B-MV B-MV
O5 ~ O O
YSW70 N B-NP B-NP
NMF1AST1 V I-NP I-NP
0WOMBO A B-AP B-AP
UN ^ B-NP B-NP
OMNM ! B-AP B-AP
2RS ^ O B-NP
MD5S0K8 A B-NP I-NP
90I1 N I-NP I-NP
384KL V B-MV B-MV
90R5BK N B-NP B-NP

13O7N2 N B-NP B-NP
T , O O
WTRI94FUM1 N B-NP B-NP
YP G O O
FFYN A B-NP B-NP
ZYYCI599 V I-NP I-NP
HOOLS2U N I-NP I-NP
B , O O
JTGG V O O
73LC V B-MV B-MV
4Y P O O
1CBOT5B8OS N B-NP B-NP
LUXQ3VBX N I-NP I-NP
4KXJAY P O O
U , O O
H20AKEH65 ^ B-NP B-NP
HGLW V O O
ASSTQP79VT V B-MV B-MV
TJ P O O
ZRYT V B-MV B-MV
CY3T P O O
4IG6RZ64SCTY N B-NP B-NP
Y , O O
UGKA N B-NP B-NP
74KSUXC N B-MV I-NP
EY N O I-NP
LGML1C N B-NP I-NP
XY6BV78G N I-NP I-NP
M , O O
NAY V B-MV B-MV
KFLZO R O O
9GU7 V B-MV B-MV
4MTEZ N B-NP B-NP
XKMJR9XH3 N I-NP I-NP
EQUD $ B-NP O
1L P O O
0WH5 $ B-NP B-NP
R4NL4 N I-NP I-NP
3 D B-NP B-NP
7BE N I-NP I-NP
Y , O O
FLI O B-NP B-NP
OXAU04SU V B-MV B-MV
82 P O O
XDSUH6Y ^ B-NP B-NP
XV41N V O O
OC1H V O O
GA68LV V B-MV B-MV
41WJM6 N B-NP B-NP
MC P O O
MN933 N B-NP B-NP
ZI078O4 N I-NP I-NP
Z , O O
AYU3Z28AU V B-MV B-MV
0S6 V B-MV B-MV
4T5SJC A B-AP B-AP
D , O O
S6X O B-NP B-NP
CF6AE R O O
WSE V B-MV O
QYHMRSR V B-NP B-MV
SVAK P O O
MMJ5AJEGEB N B-NP B-NP
8RH1OPFE N I-NP I-NP
N , O O
EMJCKJRDZ V O B-MV
LEGYHGQWOO V B-MV B-MV
9R1D O B-NP B-NP
MLJ7G R O O
BJT P O O
NRWOJJ2 A B-NP B-NP
75H6Q9 N I-NP I-NP
H , O O
91 P O O
3BZ V B-MV B-MV
NUJ D B-NP B-NP
8RPLBV4 A I-NP I-NP
EJ4XU5KP N I-NP I-NP
PM P O O
70NX6C V B-MV B-MV
761 P O O
SAD6W7 N B-NP B-NP

Y4CQP9WA N B-NP B-NP
8 , O O
OEB6K3S N B-NP B-NP
L7 G O O
KC90T R O O
IKX & O O
ZGZ ^ B-AP B-NP
2 , O O
6YSSI N B-AP B-NP
6TRSFD V I-AP I-NP
WB P O O
8KGQMTEL V B-NP B-NP
X , O O
V1MHN12T N B-MV B-NP
3BTF4 P O O
D9MIA7 V B-MV B-NP
T , O O
B1L ^ B-NP O
H , I-NP O
M0T8KY N I-NP B-NP
7 , O O
9 , O O
W2 O B-NP B-NP
J6GM N I-NP I-NP
Y $ O O
66QTA N O O
3T D B-NP B-NP
NEXWH N I-NP I-NP
2Z45 N I-NP I-NP
L , O O
RB1 V O O
X3V ^ O O
QGRZONR6XW5 A B-AP B-NP
3 N B-NP I-NP
4R $ O O
BM N B-NP B-NP
L , O O
Y4 G B-NP B-NP
Z65 G O O
NFF & B-NP B-NP
EKXY A B-AP B-AP
W , O O
OBOCDG A B-NP B-NP
UIJ8YQHP N I-NP I-NP
LGD6HBS31HQ N I-NP I-NP
B , O O
IJ6GC72Y6Y N B-NP B-NP
U , O O
Z1I6Q0 V B-MV B-MV
8ILTUIUS N B-NP B-NP
R8 P O O
VLZC V O O
QT5Q V B-MV B-MV
E854O0R N B-NP B-NP
D , O O
KUZL54 G B-NP B-NP
OMS3S6 N B-MV I-NP
TVFI $ O O
3VZKB3 P O O
7850KWI0 N B-NP B-NP

